state,agency,county,model,signed
Florida,Madison County Sheriff's Office,Madison County,WSO,2019-09-09
Florida,Madison Police Department,Madison County,TFM,2025-11-04
Florida,Manatee County Sheriff's Office,Manatee County,TFM,2025-02-26
Florida,Manatee County Sheriff's Office,Manatee County,WSO,2019-05-06
Florida,Marco Island Police Department,#N/A,TFM,2025-04-24
Florida,Marianna Police Department,#N/A,TFM,2025-03-05
Florida,Marion County Sheriff's Office,Marion County,TFM,2025-02-26
Florida,Marion County Sheriff's Office,Marion County,WSO,2019-10-15
Florida,Martin County Sheriff's Office,Martin County,TFM,2025-02-26
Florida,Martin County Sheriff's Office,Martin County,WSO,2020-01-22
Florida,Melbourne Beach Police Department,#N/A,TFM,2025-04-14
Florida,Melbourne International Airport Police Department,#N/A,TFM,2025-04-25
Florida,Melbourne Police Department,#N/A,TFM,2025-04-14
Florida,Miami Springs Police Department,#N/A,TFM,2025-04-02
Florida,Miami-Dade Corrections and Rehabilitation,Miami-Dade County,WSO,2025-02-26
Florida,Miami-Dade Sheriff's Office,Miami-Dade County,TFM,2025-02-26
Florida,Midway Police Department,Gadsden County,TFM,2025-11-19
Florida,Milton Police Department,Santa Rosa County,TFM,2025-12-10
Florida,Monroe County Sheriff's Office,Monroe County,TFM,2025-02-26
Florida,Monroe County Sheriff's Office,Monroe County,WSO,2019-10-15
Florida,Naples Police Department,#N/A,TFM,2025-03-03
Florida,Nassau County Sheriff's Office,Nassau County,TFM,2025-02-26
Florida,Nassau County Sheriff's Office,Nassau County,WSO,2019-10-15
Florida,Neptune Beach Police Department,Duval County,TFM,2025-07-02
Florida,New College of Florida Police Department,#N/A,TFM,2025-04-15
Florida,New Port Richey Police Department,#N/A,TFM,2025-05-13
Florida,New Smyrna Beach Police Department,#N/A,TFM,2025-04-24
Florida,Niceville Police Department,Okaloosa County,TFM,2025-10-17
Florida,North Bay Village Police Department,#N/A,TFM,2025-05-08
Florida,North Palm Beach Police Department,#N/A,TFM,2025-06-11
Florida,North Port Police Department,#N/A,TFM,2025-04-24
Florida,Northwest Florida State College Police Department,#N/A,TFM,2025-05-08
Florida,Oakland Police Department,#N/A,TFM,2025-04-23
Florida,Ocala Police Department,Marion County,TFM,2025-04-24
Florida,Ocean Ridge Police Department,#N/A,TFM,2025-04-14
Florida,Ocoee Police Department,#N/A,TFM,2025-05-13
Florida,Office of Agricultural Law Enforcement,#N/A,TFM,2025-06-11
Florida,Office of the State Attorney Sixth Judicial Circuit,#NA,TFM,2025-08-28
Florida,"Office of the State Attorney, 20th Judicial Circuit",Lee County,TFM,2026-05-09
Florida,Okaloosa County Board of County Commissioners/ Department of Corrections,Okaloosa County,WSO,2025-02-26
Florida,Okaloosa County Sheriff's Office,Okaloosa County,TFM,2025-02-26
Florida,Okeechobee County Sheriff's Office,Okeechobee County,JEM,2026-04-25
Florida,Okeechobee County Sheriff's Office,Okeechobee County,TFM,2025-02-26
Florida,Okeechobee County Sheriff's Office,Okeechobee County,WSO,2019-10-15
Florida,Okeechobee Police Department,#N/A,TFM,2025-03-17
Florida,Orange City Police Department,#N/A,TFM,2025-04-14
Florida,Orange County Corrections Department,Orange County,WSO,2025-02-26
Florida,Orange County Sheriff's Office,Orange County,TFM,2025-02-26
Florida,Orange Park Police Department,Clay County,TFM,2025-07-24
Florida,Orlando Police Department,#N/A,TFM,2025-03-26
Florida,Ormond Beach Police Department,#N/A,TFM,2025-04-14
Florida,Osceola County Corrections Department,Osceola County,WSO,2019-10-15
Florida,Osceola County Sheriff's Office,Osceola County,TFM,2025-02-26
Florida,Oviedo Police Department,#N/A,TFM,2025-03-26
Florida,Palm Bay Police Department,Brevard County,TFM,2025-07-15
Florida,Palm Beach County Sheriff's Office,Palm Beach County,TFM,2025-02-26
Florida,Palm Beach County Sheriff's Office,Palm Beach County,WSO,2025-02-26
Florida,Palm Beach Gardens Police Department,#N/A,TFM,2025-03-05
Florida,Palm Beach Police Department,#N/A,TFM,2025-03-07
Florida,Palm Springs Police Department,#N/A,TFM,2025-06-05
Florida,Palmetto Police Department,Manatee County,TFM,2025-09-22
Florida,Panama City Beach Police Department,#N/A,TFM,2025-02-25
Florida,Panama City Police Department,#N/A,TFM,2025-02-28
Florida,Pasco County Board of County Commissioners/ Pasco County Corrections,Pasco County,WSO,2025-02-26
Florida,Pasco County Sheriff's Office,Pasco County,TFM,2025-02-26
Florida,Pembroke Park Police Department,Broward County,TFM,2025-04-14
Florida,Pembroke Pines Police Department,Broward County,TFM,2025-04-14
Florida,Pensacola Police Department,#N/A,TFM,2025-06-18
Florida,Perry Police Department,Taylor County,TFM,2025-07-23
Florida,Pinellas County Sheriff's Office,Pinellas County,TFM,2025-02-26
Florida,Pinellas County Sheriff's Office,Pinellas County,WSO,2019-04-24
Florida,Pinellas Park Police Department,#N/A,TFM,2025-02-28
Florida,Plant City Police Department,Hillsborough County,TFM,2025-10-17
Florida,Polk County Sheriff's Office,Polk County,JEM,2026-06-09
Florida,Polk County Sheriff's Office,Polk County,TFM,2025-02-26
Florida,Polk County Sheriff's Office,Polk County,WSO,2019-05-06
Florida,Ponce Inlet Police Department,Volusia County,TFM,2025-04-14
Florida,Port Orange Police Department,#N/A,TFM,2025-04-24
Florida,Port Richey Police Department,Pasco County,TFM,2025-11-06
Florida,Port Saint Lucie Police Department,St. Luice County,TFM,2025-10-17
Florida,Punta Gorda Police Department,#N/A,TFM,2025-04-24
Florida,Putnam County Sheriff's Office,Putnam County,TFM,2025-02-26
Florida,Putnam County Sheriff's Office,Putnam County,WSO,2019-10-15
Florida,Quincy Police Department,#N/A,TFM,2025-07-07
Florida,Riviera Beach Police Department,#N/A,TFM,2025-04-29
Florida,Rockledge Police Department,Brevard County,TFM,2025-06-05
Florida,Sanford Airport Police Department,#N/A,TFM,2025-05-13
Florida,Sanford Police Department,Seminole County,TFM,2025-06-05
Florida,Sanibel Police Department,#N/A,TFM,2025-04-02
Florida,Santa Fe College Police Department,Alachua County,TFM,2025-07-24
Florida,Santa Rosa County Sheriff's Office,Santa Rosa County,TFM,2025-02-26
Florida,Santa Rosa County Sheriff's Office,Santa Rosa County,WSO,2019-10-15
Florida,Sarasota County Sheriff's Office,Sarasota County,TFM,2025-02-26
Florida,Sarasota County Sheriff's Office,Sarasota County,WSO,2019-05-06
Florida,Sarasota Manatee Airport Authority Police Department,#N/A,TFM,2025-06-11
Florida,Sarasota Police Department,#N/A,TFM,2025-05-16
Florida,Satellite Beach Police Department,Brevard County,TFM,2025-06-05
Florida,Sebastian Police Department,Indian River County,TFM,2025-04-15
Florida,Sebring Police Department,#N/A,TFM,2025-07-07
Florida,Seminole County Sheriff's Office,Seminole County,TFM,2025-02-26
Florida,Seminole County Sheriff's Office,Seminole County,WSO,2019-09-04
Florida,Sewall's Point Police Department,Martin County,TFM,2025-04-15
Florida,Shalimar Police Department,#NA,TFM,2025-08-28
Florida,South Daytona Police Department,Volusia County,TFM,2025-04-24
Florida,Springfield Police Department,#N/A,TFM,2025-02-28
Florida,St. Augustine Beach Police Department,#N/A,TFM,2025-03-03
Florida,St. Augustine Police Department,#N/A,TFM,2025-02-28
Florida,St. Cloud Police Department,#N/A,TFM,2025-04-14
Florida,St. Johns County Sheriff's Office,St. Johns County,JEM,2025-07-18
Florida,St. Johns County Sheriff's Office,St. Johns County,TFM,2025-02-26
Florida,St. Johns County Sheriff's Office,St. Johns County,WSO,2019-10-15
Florida,St. Lucie County Sheriff's Office,St. Lucie County,TFM,2025-02-26
Florida,St. Lucie County Sheriff's Office,St. Lucie County,WSO,2025-02-19
Florida,St. Petersburg Police Department,#N/A,TFM,2025-02-28
Florida,Stuart Police Department,#N/A,TFM,2025-04-14
Florida,Sumter County Sheriff's Office,Sumter County,TFM,2025-02-26
Florida,Sumter County Sheriff's Office,Sumter County,WSO,2019-10-15
Florida,Sunny Isles Police Department,#N/A,TFM,2025-03-10
Florida,Suwannee County Sheriff's Office,Suwannee County,TFM,2025-02-26
Florida,Suwannee County Sheriff's Office,Suwannee County,WSO,2019-10-15
Florida,Sweetwater Police Department,#N/A,TFM,2025-03-26
Florida,Tallahassee Police Department,#N/A,TFM,2025-03-10
Florida,Tallahassee State College Police Department,#N/A,TFM,2025-04-15
Florida,Tampa Police Department,#N/A,TFM,2025-02-28
Florida,Tarpon Springs Police Department,#N/A,TFM,2025-02-28
Florida,Tavares Police Department,#N/A,TFM,2025-03-17
Florida,Taylor County Sheriff's Office,Taylor County,JEM,2025-10-17
Florida,Taylor County Sheriff's Office,Taylor County,TFM,2025-02-26
Florida,Taylor County Sheriff's Office,Taylor County,WSO,2019-10-15
Florida,Tequesta Police Department,#N/A,TFM,2025-03-07
Florida,Titusville Police Department,#N/A,TFM,2025-06-24
Florida,Treasure Island Police Department,#N/A,TFM,2025-03-07
Florida,Union County Sheriff's Office,Union County,TFM,2025-02-26
Florida,Union County Sheriff's Office,Union County,WSO,2025-02-26
Florida,University of Central Florida Police Department,Orange County,TFM,2025-07-24
Florida,University of Florida Police Department,#N/A,TFM,2025-04-15
Florida,University of North Florida Police Department,#N/A,TFM,2025-07-07
Florida,University of South Florida Police Department,Hillsborough County,TFM,2026-02-10
Florida,University of West Florida Police Department,#N/A,TFM,2025-04-15
Florida,Venice Police Department,#N/A,TFM,2025-03-17
Florida,Vero Beach Police Department,#N/A,TFM,2025-03-26
Florida,Volusia County Division of Corrections,Volusia County,WSO,2025-02-26
Florida,Volusia County Sheriff's Office,Volusia County,TFM,2025-02-26
Florida,Wakulla County Sheriff's Office,Wakulla County,TFM,2025-02-26
Florida,Wakulla County Sheriff's Office,Wakulla County,WSO,2019-10-15
Florida,Walton County Sheriff's Office,Walton County,TFM,2025-02-26
Florida,Walton County Sheriff's Office,Walton County,WSO,2019-05-06
Florida,Washington County Sheriff's Office,Washington County,TFM,2025-02-26
Florida,Washington County Sheriff's Office,Washington County,WSO,2025-02-26
Florida,Wauchula Police Department,Hardee County,TFM,2026-05-13
Florida,Welaka Police Department,Putnam County,TFM,2025-11-19
Florida,West Melbourne Police Department,Brevard County,TFM,2025-04-24
Florida,West Miami Police Department,#N/A,TFM,2025-03-26
Florida,West Palm Beach Police Department,#N/A,TFM,2025-07-07
Florida,Windermere Police Department,#N/A,TFM,2025-06-05
Florida,Winter Garden Police Department,#N/A,TFM,2025-04-02
Florida,Winter Haven Police Department,#N/A,TFM,2025-07-02
Florida,Winter Springs Police Department,Seminole County,TFM,2025-06-05
Florida,Zephyrhills Police Department,#N/A,TFM,2025-04-14
Georgia,Alto Police Department,Banks County,TFM,2025-11-06
Georgia,Appling County Sheriff's Office,Appling County,TFM,2026-02-14
Georgia,Atkinson County Sheriff's Office,Atkinson County,JEM,2026-03-08
Georgia,Atkinson County Sheriff's Office,Atkinson County,TFM,2026-01-07
Georgia,Bacon County Sheriff's Office,Bacon County,TFM,2026-02-20
Georgia,Bibb County Sheriff's Office,Bibb County,WSO,2025-02-27
Georgia,Boston Police Department,Thomas County,TFM,2026-05-21
Georgia,Brooks County Sheriff's Department,Brooks County,JEM,2026-06-03
Georgia,Brooks County Sheriff's Department,Brooks County,TFM,2026-06-03
Georgia,Brooks County Sheriff's Department,Brooks County,WSO,2026-06-03
Georgia,Bulloch County Sheriff's Office,Bulloch County,TFM,2026-07-20
Georgia,Burke County Sheriff's Office,Burke County,WSO,2025-03-26
Georgia,Cairo Police Department,Grady County,TFM,2026-05-12
Georgia,Camden County Sheriff's Office,Camden County,JEM,2026-04-29
Georgia,Camden County Sheriff's Office,Camden County,TFM,2026-04-29
Georgia,Camden County Sheriff's Office,Camden County,WSO,2026-04-29
Georgia,Catoosa County Sheriff's Office,Catoosa County,JEM,2025-05-22
Georgia,Catoosa County Sheriff's Office,Catoosa County,WSO,2025-05-22
Georgia,Clay County Sheriff' Department,Clay County,TFM,2026-07-07
Georgia,Clay County Sheriff' Department,Clay County,WSO,2026-07-07
Georgia,City of Morrow Police Department,Clayton County,TFM,2025-09-22
Georgia,Cleveland Police Department,White County,TFM,2026-05-31
Georgia,Columbia County Sheriff's Office,Columbia County,JEM,2025-02-26
Georgia,Comer Police Department,Madison County,TFM,2026-06-29
Georgia,Coweta County Sheriff's Office,Coweta County,WSO,2025-05-22
Georgia,Dade County Sheriff's Office,Dade County,WSO,2025-03-26
Georgia,Dallas Police Department,Paulding County,TFM,2026-03-28
Georgia,Danielsville Police Department,Madison County,TFM,2026-06-25
Georgia,Dawson County Sheriff's Office,Dawson County,WSO,2025-05-22
Georgia,Decatur County Sheriff's Office,Decatur,WSO,2025-03-26
Georgia,Euharlee Police Department,#N/A,TFM,2025-05-16
Georgia,Fayette County Sheriff's Office,Fayette County,WSO,2025-09-09
Georgia,Flowery Branch Police Department,Hall County,TFM,2026-06-23
Georgia,Floyd County Sheriff's Office,Floyd County,JEM,2020-06-10
Georgia,Forsyth County Sheriff's Office,Forsyth County,WSO,2025-05-13
Georgia,Franklin County Sheriff's Office,Franklin County,WSO,2025-11-10
Georgia,Georgia Department of Corrections,#N/A,JEM,2020-06-09
Georgia,Georgia Department of Public Safety,#N/A,TFM,2025-03-10
Georgia,Gilmer County Sheriff's Office,Gilmer County,WSO,2026-01-26
Georgia,Glynn County Sheriff's Office,Glynn County,WSO,2025-05-13
Georgia,Grady County Sheriff's Office,Grady County,JEM,2026-01-07
Georgia,Grady County Sheriff's Office,Grady County,WSO,2026-01-07
Georgia,Grady County Sheriff's Office,Grady County,TFM,2025-11-04
Georgia,Hahira Police Department,Lowndes County,TFM,2026-04-25
Georgia,Hall County Sheriff's Office,Hall County,JEM,2020-06-09
Georgia,Harris County Sheriff's Office,Harris County,TFM,2026-04-20
Georgia,Harris County Sheriff's Office,Harris County,WSO,2025-05-22
Georgia,Jasper County Sheriff's Office,Jasper County,JEM,2025-05-22
Georgia,Jasper County Sheriff's Office,Jasper County,WSO,2025-06-25
Georgia,Lanier County Sheriff's Office,Lanier County,TFM,2025-11-04
Georgia,Lumpkin County Sheriff's Office,Lumpkin County,WSO,2025-03-27
Georgia,Madison County Sheriff's Office,Madison County,WSO,2025-05-13
Georgia,Marietta Police Department,Cobb County,TFM,2026-01-07
Georgia,Molena Police Department,Pike County,TFM,2026-06-07
Georgia,Monroe County Sheriff's Office,Monroe County,JEM,2025-02-24
Georgia,Monroe Police Department,Monroe County,TFM,2025-07-07
Georgia,Morgan County Sheriff's Office,Morgan County,WSO,2025-02-28
Georgia,Morven Police Department,Brooks County,TFM,2025-08-28
Georgia,Muscogee County Sheriff's Office,Muscogee County,TFM,2026-07-07
Georgia,Oakwood Police Department,Hall County,TFM,2026-07-20
Georgia,Oconee County Sheriff's Office,Oconee County,WSO,2019-12-31
Georgia,Odum Police Department,Wayne County,TFM,2026-01-26
Georgia,Oglethorpe County Sheriff's Office,Oglethorpe County,TFM,2025-10-17
Georgia,Pearson Police Department,Atkinson County,TFM,2026-02-10
Georgia,Pierce County Sheriff's Office,Pierce County,WSO,2025-02-27
Georgia,Polk County Sheriff's Office,Polk County,JEM,2020-07-02
Georgia,Social Circle Police Department,Walton County,TFM,2025-10-17
Georgia,Statesboro Police Department,Bulloch County,TFM,2026-02-27
Georgia,Stewart County Sheriff's Department,Stewart County,TFM,2026-06-02
Georgia,Sylvester Police Department,Worth County,TFM,2026-07-20
Georgia,Telfair County Sheriff's Department,Telfair County,JEM,2026-07-20
Georgia,Telfair County Sheriff's Department,Telfair County,TFM,2026-07-20
Georgia,Thomas County Sheriff's Office,Thomas County,JEM,2026-02-25
Georgia,Thomas County Sheriff's Office,Thomas County,TFM,2026-02-25
Georgia,Thomas County Sheriff's Office,Thomas County,WSO,2026-02-25
Georgia,Tift County Sheriff's Office,Tift County,JEM,2025-05-07
Georgia,Tift County Sheriff's Office,Tift County,WSO,2025-05-07
Georgia,Turner County Sheriff's Office,Turner County,JEM,2025-12-16
Georgia,Turner County Sheriff's Office,Turner County,TFM,2025-12-16
Georgia,Turner County Sheriff's Office,Turner County,WSO,2025-12-16
Georgia,Walker County Sheriff's Office,Walker County,JEM,2025-02-24
Georgia,Waycross Police Department,Ware County,TFM,2026-07-20
Georgia,Wayne County Sheriff's Office,Wayne County,TFM,2026-01-30
Georgia,Webster County Sheriff's Office,Webster County,TFM,2026-05-28
Georgia,Whitfield County Sheriff's Office,Whitfield County,JEM,2020-06-09
Georgia,Worth County Sheriff's Department,Worth County,TFM,2026-07-09
Georgia,Worth County Sheriff's Department,Worth County,WSO,2026-07-09
Guam,Office Of The Attorney General,Kattan District,TFM,2025-09-22
Idaho,Bingham County Sheriff's Office,Bingham County,WSO,2025-05-28
Idaho,Bonneville County Sheriff's Office,Bonneville County,WSO,2025-07-11
Idaho,Caribou County Sheriff's Office,Caribou County,WSO,2026-03-11
Idaho,Franklin County Sheriff's Office,Franklin County,TFM,2026-03-24
Idaho,Gooding County Sheriff's Office,Gooding County,WSO,2020-08-17
Idaho,Idaho State Police Department,Jerome County,TFM,2025-06-05
Idaho,Kootenai County Sheriff's Office,Kootenai County,JEM,2025-08-28
Idaho,Kootenai County Sheriff's Office,Kootenai County,WSO,2025-08-28
Idaho,Owyhee County Sheriff's Office,Owyhee County,TFM,2025-02-19
Idaho,Owyhee County Sheriff's Office,Owyhee County,WSO,2025-02-19
Idaho,Post Falls Police Department,Kootenai County,TFM,2026-06-25
Idaho,Power County Sheriff’s Office,Power County,WSO,2020-11-20
Idaho,Washington County Sheriff's Office,Washington County,WSO,2025-10-17
Indiana,Andrews Police Department,Huntington County,TFM,2026-06-25
Indiana,Aurora Police Department,Dearborn County,TFM,2026-06-03
Indiana,Bainbridge Police Department,Putnam County,TFM,2026-04-21
Indiana,Blackford County Sheriff's Department,Blackford County,TFM,2026-07-03
Indiana,Blackford County Sheriff's Department,Blackford County,WSO,2026-07-03
Indiana,Brooklyn Police Department,Morgan County,TFM,2026-06-12
Indiana,Cadiz Police Department,Henry County,TFM,2026-01-07
Indiana,Carthage Police Department,Rush County,TFM,2026-03-23
Indiana,Cloverdale Police Department,Putnam County,TFM,2026-06-12
Indiana,Corydon Police Department,Harrison County,TFM,2025-09-09
Indiana,Dearborn County Sheriff's Department,Dearborn County,JEM,2026-06-25
Indiana,Dearborn County Sheriff's Department,Dearborn County,WSO,2026-06-25
Indiana,Gentryville Police Department,Spencer County,TFM,2026-04-17
Indiana,Greens Fork Police Department,#N/A,TFM,2025-04-10
Indiana,Greensboro Police Department,Henry County,TFM,2025-12-09
Indiana,Hamilton County Sheriff's Office,Hamilton County,JEM,2025-03-03
Indiana,Haubstadt Police Department,Gibson County,TFM,2026-04-13
Indiana,Hendricks County Prosecutor's Office,Hendricks County,TFM,2026-02-18
Indiana,Holland Police Department,Dubois County,TFM,2026-04-19
Indiana,Indiana Department of Corrections,Putnam County,JEM,2025-08-06
Indiana,Indiana Department of Corrections,Putnam County,WSO,2025-08-04
Indiana,Indiana Department of Homeland Security,Marion County,TFM,2025-08-04
Indiana,Indiana State Police Department,#NA,TFM,2025-08-04
Indiana,Jasper County Sheriff's Office,Jasper County,WSO,2025-03-17
Indiana,Kennard Police Department,Henry County,TFM,2025-09-09
Indiana,LaGrange Police Department,LaGrange County,TFM,2025-11-06
Indiana,Laurel Police Department,Franklin County,TFM,2026-04-15
Indiana,Marengo Police Department,Crawford County,TFM,2026-04-13
Indiana,Markle Police Department,Huntington County,TFM,2026-06-23
Indiana,Moores Hill Police Department,Dearborn County,TFM,2026-04-15
Indiana,Noble County Sheriff's Office,Noble County,WSO,2025-03-26
Indiana,North Salem Police Department,Hendricks County,TFM,2025-08-04
Indiana,Oakland City Police Department,Gibson County,TFM,2026-07-20
Indiana,Orestes Police Department,Madison County,TFM,2026-04-29
Indiana,Rush County Sheriff's Office,Rush County,WSO,2025-08-07
Indiana,Shirley Police Department,Hancock County,TFM,2026-04-19
Indiana,Silver Lake Police Department,Kosciusko County,TFM,2026-05-21
Indiana,Stinesville Police Department,Monroe County,TFM,2026-02-10
Indiana,Waterloo Marshal's Office,DeKalb County,TFM,2026-05-13
Indiana,West Harrison Police Department,Dearborn County,TFM,2026-04-13
Indiana,Wolcott Police Department,White County,TFM,2026-03-24
Indiana,Worthington Police Department,Greene County,TFM,2026-04-13
Iowa,Iowa Department of Public Safety,N/A,TFM,2025-03-26
Iowa,Marion County Sheriff's Office,Marion County,TFM,2025-11-06
Kansas,Anderson County Sheriff's Office,Anderson County,TFM,2026-06-09
Kansas,Anderson County Sheriff's Office,Anderson County,WSO,2025-06-11
Kansas,Bentley Police Department,Sedgwick County,TFM,2026-07-03
Kansas,Brown County Sheriff's Office,Brown County,JEM,2025-11-04
Kansas,Brown County Sheriff's Office,Brown County,TFM,2025-11-04
Kansas,Brown County Sheriff's Office,Brown County,WSO,2025-11-05
Kansas,Caney Police Department,Montgomery,TFM,2026-02-10
Kansas,Chase County Sheriff's Office,Chase County,TFM,2026-05-09
Kansas,Chautauqua County Sheriff's Department,Chautauqua County,WSO,2026-06-30
Kansas,Cherryvale Police Department,Montgomery County,TFM,2026-04-17
Kansas,Cloud County Sheriff's Department,Cloud County,WSO,2025-11-20
Kansas,Coffey County Sheriff's Office,Coffey County,WSO,2026-04-27
Kansas,Coffeyville Police Department,Montgomery County,TFM,2025-11-04
Kansas,Cowley County Sheriff's Office,Cowley County,WSO,2025-03-05
Kansas,Ellis County Sheriff's Office,Ellis County,WSO,2025-07-07
Kansas,Finney County Sheriff’s Office,Finney County,WSO,2020-03-17
Kansas,Franklin County Sheriff's Office,Franklin County,WSO,2025-06-17
Kansas,Geary County Sheriff's Department,Geary County,WSO,2026-07-07
Kansas,Haskell County Sheriff's Office,Haskell County,WSO,2025-06-12
Kansas,Jackson County Sheriff’s Office,Jackson County,WSO,2020-07-23
Kansas,Jewell County Sheriff's Office,Jewell County,WSO,2025-06-25
Kansas,Kansas Bureau of Investigation,#N/A,TFM,2025-02-18
Kansas,Logan County Sheriff's Department,Logan County,TFM,2026-06-15
Kansas,Logan County Sheriff's Department,Logan County,WSO,2026-04-17
Kansas,Lyon County Sheriff's Office,Lyon County,WSO,2025-12-02
Kansas,Marshall County Sheriff's Department,Marshall County,TFM,2026-07-20
Kansas,Osage County Sheriff's Office,Osage County,WSO,2025-12-08
Kansas,Ottawa County Sheriff's Department,Ottawa County,JEM,2026-06-12
Kansas,Ottawa County Sheriff's Department,Ottawa County,TFM,2026-06-12
Kansas,Ottawa County Sheriff's Department,Ottawa County,WSO,2026-06-12
Kansas,Phillips County Sheriff's Department,Phillips County,WSO,2025-12-08
Kansas,Pottawatomie County Sheriff's Office,Pottawatomie County,WSO,2026-02-10
Kansas,Pratt County Sheriff's Department,Pratt County,JEM,2026-06-22
Kansas,Pratt County Sheriff's Department,Pratt County,TFM,2026-06-22
Kansas,Pratt County Sheriff's Department,Pratt County,WSO,2026-06-22
Kansas,Reno County Sheriff's office,Reno County,WSO,2025-03-05
Kansas,Rice County Sheriff's Office,Rice County,WSO,2025-03-26
Kansas,Rooks County Sheriff's Department,Rooks County,TFM,2026-06-23
Kansas,Rooks County Sheriff's Department,Rooks County,WSO,2025-09-09
Kansas,Rush County Sheriff's Office,Rush County,WSO,2025-07-07
Kansas,Russell County Sheriff's Department,Russell County,TFM,2026-07-02
Kansas,Saline County Sheriff's Office,Saline County,WSO,2025-09-22
Kansas,Sedgwick County Sheriff's Office,Sedgwick County,WSO,2025-11-04
Kansas,Shawnee County Sheriff's Office,Shawnee County,TFM,2025-07-02
Kansas,Thomas County Sheriff's Office,Thomas County,TFM,2026-06-30
Kansas,Trego County Sheriff's Office,Trego County,JEM,2026-04-20
Kansas,Trego County Sheriff's Office,Trego County,TFM,2026-04-20
Kansas,Trego County Sheriff's Office,Trego County,WSO,2026-04-20
Kansas,Wabaunsee County Sheriff's Office,Wabaunsee County,WSO,2025-05-28
Kansas,Wallace County Sheriff's Department,Wallace County,TFM,2026-06-14
Kansas,Wathena Police Department,Doniphan County,TFM,2025-11-14
Kentucky,Adair County Sheriff's Office,Adaitr County,TFM,2026-06-25
Kentucky,Bracken County Sheriff's Office,Bracken County,TFM,2025-05-08
Kentucky,Brodhead Police Department,Rockcastle County,TFM,2026-03-17
Kentucky,Bullitt County Sheriff's Office,Bullitt County,TFM,2026-03-28
Kentucky,Burkesville Police Department,Cumberland County,TFM,2026-06-23
Kentucky,Butler County Sheriff's Office,Butler County,TFM,2025-09-09
Kentucky,Carlisle County Sheriff's Office,Carlisle County,TFM,2025-12-08
Kentucky,Carroll County Sheriff's Office,Carroll County,TFM,2026-02-23
Kentucky,Clay County Sheriff's Office,Clay County,TFM,2026-03-19
Kentucky,Clinton County Sheriff's Office,Clinton County,TFM,2025-09-09
Kentucky,Daviess County Sheriff's Office,Daviess County,TFM,2025-03-10
Kentucky,Falmouth Police Department,Pendleton County,TFM,2026-01-30
Kentucky,Ferguson Police Department,Pulaski County,TFM,2026-06-09
Kentucky,Fulton County Sheriff's Office,Fulton County,TFM,2025-11-10
Kentucky,Gallatin County Sheriff's Office,Gallatin County,TFM,2026-04-27
Kentucky,Garrard County Sheriff's Office,Garrard County,TFM,2026-07-20
Kentucky,Glasgow Police Department,Barren County,TFM,2026-03-31
Kentucky,Grayson County Detention Center,Grayson County,JEM,2025-03-05
Kentucky,Grayson County Detention Center,Grayson County,WSO,2025-03-05
Kentucky,Grayson County Sheriff’s Office,Grayson County,TFM,2025-03-05
Kentucky,Hart County Sheriff's Office,Hart County,TFM,2026-06-22
Kentucky,Hazard Police Department,Perry County,TFM,2026-03-06
Kentucky,Heritage Creek Police Department,#N/A,TFM,2025-04-29
Kentucky,Hickman County Sheriff's Office,Hickman County,TFM,2025-11-14
Kentucky,Hickman Police Department,Fulton County,TFM,2026-01-07
Kentucky,Jackson County Sheriff's Office,Jackson County,TFM,2026-03-24
Kentucky,Kenton County Sheriff's Office,Kenton County,JEM,2025-05-02
Kentucky,Laurel County Sheriff's Office,Laurel County,TFM,2026-01-07
Kentucky,Letcher County Sheriff's Office,Letcher County,TFM,2026-03-23
Kentucky,Livingston Police Department,Rockcastle County,TFM,2026-04-05
Kentucky,Lyon County Sheriff's Office,Lyon County,TFM,2025-05-08
Kentucky,Manchester Police Department,Clay County,TFM,2026-06-17
Kentucky,Marshall County Sheriff's Office,Marshall County,TFM,2025-05-08
Kentucky,McCracken County Sheriff's Office,McCracken County,TFM,2026-01-26
Kentucky,Middlesboro Police Department,Bell County,TFM,2026-03-08
Kentucky,Montgomery County Sheriff's Office,Montgomery County,TFM,2025-12-08
Kentucky,Morganfield Police Department,Union County,TFM,2026-06-09
Kentucky,Oldham County Detention Center,Oldham County,JEM,2025-03-10
Kentucky,Oldham County Detention Center,Oldham County,WSO,2025-03-10
Kentucky,Oldham County Sheriff's Office,Oldham County,TFM,2026-05-05
Kentucky,Pendleton County Sheriff's Office,Pendleton County,TFM,2026-01-26
Kentucky,Rockcastle County Sheriff's Office,Rockcastle County,TFM,2026-03-06
Kentucky,Rowan County Sheriff's Office,Rowan County,TFM,2026-02-18
Kentucky,Scott County Sheriff's Office,Scott County,TFM,2025-07-02
Kentucky,Union County Sheriff's Office,Union County,TFM,2025-05-16
Kentucky,Warsaw Police Department,Gallatin County,TFM,2026-06-23
Kentucky,Wayne County Sheriff's Office,Wayne County,TFM,2026-04-15
Kentucky,West Liberty Police Department,Morgan County,TFM,2026-04-29
Kentucky,Whitley County Sheriff's Office,Whitley County,TFM,2026-07-03
Kentucky,Williamsburg Police Department,Whitely County,TFM,2026-05-12
Kentucky,Winchester Police Department,Clark County,TFM,2026-01-07
Louisiana,Arnaudville Police Department,Saint Landry County,TFM,2025-07-11
Louisiana,Beauregard Parish Sheriff's Office,Beauregard Parish,TFM,2025-05-16
Louisiana,Benton Police Department,Bossier Parish,TFM,2026-06-29
