state,agency,county,model,signed
Texas,Guadalupe County Constable Precinct 1,Guadalupe County,TFM,2026-04-15
Texas,Guadalupe County Constable Precinct 4,Guadalupe County,TFM,2026-04-15
Texas,Guadalupe County Sheriff's Office,Guadalupe County,JEM,2025-12-02
Texas,Hale County Sheriff's Office,Hale County,WSO,2025-08-04
Texas,Hallettsville Police Department,Lavaca County,TFM,2026-01-26
Texas,Hamilton County Sheriff's Office,Hamilton County,JEM,2026-06-23
Texas,Hamilton County Sheriff's Office,Hamilton County,TFM,2025-04-10
Texas,Hardeman County Sheriff's Office,Hardeman County,WSO,2025-06-25
Texas,Hardin County Sheriff's Office,Hardin County,JEM,2026-06-02
Texas,Harrison County Sheriff's Office,Harrison County,TFM,2026-04-13
Texas,Harrison County Sheriff's Office,Harrison County,WSO,2025-02-24
Texas,Hartley County Sheriff's Office,Hartley County,TFM,2025-07-23
Texas,Haskell Police Department,Haskell County,TFM,2026-01-26
Texas,Hemphill County Sheriff's Office,Hemphill County,WSO,2025-07-24
Texas,Henderson County Sheriff's Office,Henderson County,TFM,2026-07-20
Texas,Henderson County Sheriff's Office,Henderson County,WSO,2025-10-17
Texas,Hidalgo County Sheriff's Office,Hidalgo County,WSO,2025-10-17
Texas,Hill County Sheriff's Office,Hill County,WSO,2025-05-07
Texas,Hockley County Sheriff's Office,Hockley County,WSO,2025-08-04
Texas,Holland Police Department,Bell County,TFM,2025-11-04
Texas,Holliday Police Department,Archer County,TFM,2026-06-12
Texas,Hollywood Park Police Department,Bexar County,TFM,2026-01-26
Texas,Hood County Sheriff's Office,Hood County,TFM,2026-01-30
Texas,Hood County Sheriff's Office,Hood County,WSO,2025-05-13
Texas,Hopkins County Sheriff's Office,Hopkins County,TFM,2026-01-26
Texas,Hopkins County Sheriff's Office,Hopkins County,WSO,2025-10-17
Texas,Houston County Sheriff's Office,Houston County,WSO,2025-04-02
Texas,Howard County Sheriff's Office,Howard County,WSO,2025-10-17
Texas,Hughes Springs Police Department,Cass County,TFM,2026-03-19
Texas,Huntington Police Department,Angelina County,TFM,2026-02-25
Texas,Huntsville Police Department,Walker County,TFM,2026-06-18
Texas,Hutchinson County Sheriff's Office,Hutchinson County,WSO,2026-03-17
Texas,Ingram Police Department,Kerr County,TFM,2025-10-17
Texas,Jack County Sheriff's Office,Jack County,TFM,2026-04-09
Texas,Jack County Sheriff's Office,Jack County,WSO,2025-07-24
Texas,Jacksboro Police Department,Jack County,TFM,2026-06-30
Texas,Jackson County Sheriff's Office,Jackson County,JEM,2020-06-08
Texas,Jackson County Sheriff's Office,Jackson County,TFM,2025-10-17
Texas,Jackson County Sheriff's Office,Jackson County,WSO,2025-02-24
Texas,Jasper County Constable Precinct 6,Jasper County,TFM,2026-06-15
Texas,Jasper County Sheriff's Office,Jasper County,TFM,2026-07-07
Texas,Jasper County Sheriff's Office,Jasper County,WSO,2025-08-07
Texas,Jasper Police Department,Jasper County,TFM,2026-07-20
Texas,Jeff Davis County Sheriff's Office,Jeff Davis County,WSO,2026-07-09
Texas,Jefferson County Sheriff's Office,Jefferson County,TFM,2025-06-30
Texas,Jefferson County Sheriff's Office,Jefferson County,WSO,2025-06-30
Texas,Jefferson Police Department,Marion County,TFM,2025-12-18
Texas,Jim Hogg County Sheriff's Office,Jim Hogg County,WSO,2026-06-14
Texas,Jim Wells County Sheriff's Office,Jim Wells County,JEM,2025-02-28
Texas,Jim Wells County Sheriff's Office,Jim Wells County,TFM,2025-03-25
Texas,Jim Wells County Sheriff's Office,Jim Wells County,WSO,2025-03-26
Texas,Johnson County District Attorney's Office,Johnson County,TFM,2026-03-08
Texas,Johnson County Sheriff's Office,Johnson County,JEM,2025-12-02
Texas,Karnes County Sheriff's Office,Karnes County,WSO,2025-10-17
Texas,Kaufman County Sheriff's Office,Kaufman County,JEM,2026-01-26
Texas,Keller Police Department,Tarrant County,WSO,2025-08-28
Texas,Kendall County Sheriff's Office,Kendall County,WSO,2020-12-23
Texas,Kenedy County Sheriff's Office,Kenedy County,TFM,2026-02-10
Texas,Kerr County Sheriff's Office,Kerr County,JEM,2025-05-02
Texas,Kerr County Sheriff's Office,Kerr County,TFM,2025-05-08
Texas,Kerr County Sheriff's Office,Kerr County,WSO,2025-05-02
Texas,Kingsville Police Department,Kleberg County,TFM,2026-01-26
Texas,Kinney County Constable's Office,Kinney County,TFM,2026-04-29
Texas,Kinney County Sheriff's Office,Kinney County,TFM,2025-03-26
Texas,Kleberg County Attorney's Specialized Crimes & Narcotics Task Force,Kleberg County,TFM,2025-12-16
Texas,Kleberg County Sheriff's Office,Kleberg County,JEM,2020-07-31
Texas,Kleberg County Sheriff's Office,Kleberg County,TFM,2025-12-18
Texas,Knox City Police Department,Knox Couty,TFM,2026-07-13
Texas,Knox County Sheriff's Office,Knox County,WSO,2025-06-30
Texas,La Grange Police Department,Fayette County,TFM,2026-07-20
Texas,La Vernia Police Department,Wilson County,TFM,2026-02-23
Texas,Lamar County Sheriff's Office,Lamar County,WSO,2025-10-17
Texas,Lamb County Sheriff's Office,Lamb County,WSO,2025-06-17
Texas,Lamesa Police Department,Dawson County,TFM,2026-06-09
Texas,Lampasas County Sheriff's Office,Lampasas County,JEM,2026-07-20
Texas,Lampasas County Sheriff's Office,Lampasas County,TFM,2025-11-18
Texas,Lampasas County Sheriff's Office,Lampasas County,WSO,2025-07-15
Texas,Lavaca County Constable Precinct 2,Lavaca County,TFM,2026-03-13
Texas,Lavaca County Sheriff’s Office,Lavaca County,JEM,2020-06-08
Texas,Lavaca County Sheriff’s Office,Lavaca County,TFM,2025-09-09
Texas,Lavaca County Sheriff's Office,Lavaca County,WSO,2025-02-24
Texas,League City Police Department,Galveston County,TFM,2025-09-22
Texas,League City Police Department,Galveston County,WSO,2025-09-22
Texas,Lee County Sheriff's Office,Lee County,WSO,2025-08-28
Texas,Leonard Police Department,Fannin County,TFM,2026-02-25
Texas,Liberty County Constable Precinct 2,Liberty County,TFM,2026-03-19
Texas,Liberty County Constable Precinct 4,Liberty County,TFM,2026-06-15
Texas,Liberty County Constable Precinct 6,Liberty County,TFM,2026-02-17
Texas,Liberty County Sheriff's Office,Liberty County,WSO,2026-01-30
Texas,Limestone County Sheriff's Office,Limestone County,WSO,2026-01-26
Texas,Lindsay Police Department,Cooke County,TFM,2026-05-14
Texas,Lipscomb County Sheriff's Office,Lipscomb County,WSO,2025-08-28
Texas,Live Oak County Sheriff's Office,Live Oak County,TFM,2025-10-17
Texas,Live Oak County Sheriff's Office,Live Oak County,WSO,2025-04-16
Texas,Lone Star Police Department,Morris County,TFM,2026-03-08
Texas,Lubbock County Sheriff's Office,Lubbock County,JEM,2020-06-08
Texas,Lynn County Sheriff's Office,Lynn County,WSO,2025-07-02
Texas,Madison County Sheriff's Office,Madison County,WSO,2025-06-12
Texas,Marion County Sheriff's Office,Marion County,TFM,2025-12-11
Texas,Marion Police Department,Guadalupe County,TFM,2026-03-06
Texas,Marlin Police Department,Fall County,TFM,2025-12-10
Texas,Matagorda County Sheriff's Office,Matagorda County,JEM,2020-03-13
Texas,Maverick County Constable Precinct 2,Maverick County,TFM,2026-07-20
Texas,Maverick County Constable Precinct 3-2,Maverick County,TFM,2026-07-07
Texas,Maverick County Sheriff's Office,Maverick County,JEM,2026-05-13
Texas,Maverick County Sheriff's Office,Maverick County,TFM,2026-05-13
Texas,Mcculloch County Sheriff's Office,Mcculloch County,TFM,2026-07-07
Texas,McLennan County Sheriff's Office,McLennan County,TFM,2025-12-12
Texas,McMullen County Sheriff's Office,McMullen County,TFM,2026-01-30
Texas,Medina County Sheriff's Office,Medina County,JEM,2026-07-20
Texas,Medina County Sheriff's Office,Medina County,TFM,2025-03-26
Texas,Menard County Sheriff's Office,Menard County,TFM,2026-04-19
Texas,Menard County Sheriff's Office,Menard County,WSO,2026-02-10
Texas,Midland County Sheriff's Office,Midland County,WSO,2025-10-17
Texas,Milam County Sheriff's Office,Milam County,TFM,2025-09-09
Texas,Milam County Sheriff's Office,Milam County,WSO,2025-06-11
Texas,Milford Police Department,Ellis County,TFM,2026-06-09
Texas,Mills County Sheriff's Office,Mills County,WSO,2025-11-04
Texas,Montague County Sheriff's Office,Montague County,WSO,2026-02-14
Texas,Montgomery County Sheriff’s Office,Montgomery County,JEM,2020-06-09
Texas,Moore County Sheriff's Office,Moore County,WSO,2025-08-28
Texas,Morris County Sheriff's Office,Morris County,TFM,2025-12-02
Texas,Morris County Sheriff's Office,Morris County,JEM,2025-08-28
Texas,Motley County Sheriff's Office,Motley County,TFM,2025-08-28
Texas,Moulton Police Department,Lavaca County,TFM,2025-11-10
Texas,Mustang Ridge Police Department,Caldwell County,TFM,2026-04-22
Texas,Nacogdoches County Sheriff's Office,Nacogdoches County,TFM,2026-02-23
Texas,Nacogdoches County Sheriff's Office,Nacogdoches County,WSO,2025-08-04
Texas,Navasota Police Department,Grimes County,TFM,2026-06-22
Texas,Nueces County Constable Precinct 5,Nueces County,TFM,2026-03-11
Texas,New Berlin Marshal's Office,Guadalupe Conty,TFM,2025-11-20
Texas,New Deal Police Department,Lubbock County,TFM,2026-06-30
Texas,Newton County Sheriff's Office,Newton County,TFM,2026-06-22
Texas,Newton County Sheriff's Office,Newton County,WSO,2025-06-12
Texas,Nixon Police Department,#N/A,TFM,2025-02-28
Texas,Nolan County Sheriff's Office,Nolan County,WSO,2025-10-17
Texas,Nueces County Constable Precinct 1,Nueces County,TFM,2026-06-17
Texas,Nueces County Constable Precinct 2,Nueces County,TFM,2026-06-17
Texas,Nueces County Constable Precinct 3,Nueces County,TFM,2026-04-05
Texas,Nueces County Constable Precinct 4,Nueces County,TFM,2026-01-26
Texas,Nueces County Sheriff's Office,Nueces County,JEM,2020-06-09
Texas,Oakwood Police Department,Freestone County,TFM,2026-06-03
Texas,Ochiltree County Sheriff's Office,Ochiltree County,WSO,2025-07-24
Texas,Oldham County Sheriff's Office,Oldham County,TFM,2026-02-17
Texas,Oldham County Sheriff's Office,Oldham County,WSO,2025-08-28
Texas,Orange County Sheriff's Office,Orange County,WSO,2025-05-06
Texas,Orange Grove Police Department,Jim Wells County,TFM,2026-02-10
Texas,Ore City Police Department,Upshur County,TFM,2026-05-17
Texas,Overton Police Department,Overton County,TFM,2026-03-31
Texas,Palo Pinto County Sheriff's Office,Palo Pinto County,WSO,2025-08-28
Texas,Panola County Sheriff's Office,Panola County,TFM,2025-04-02
Texas,Panola County Sheriff's Office,Panola County,WSO,2025-03-26
Texas,Panorama Village Police Department,Montgomery County,TFM,2026-06-14
Texas,Pantego Police Department,Tarrant County,TFM,2026-04-30
Texas,Paris Police Department,Lamar County,TFM,2025-11-06
Texas,Parker County Constable Precinct 4,Parker County,TFM,2026-06-12
Texas,Parker County (County) Attorney's Office,Parker County,TFM,2026-04-05
Texas,Parker County District Attorney's Office,Parker County,TFM,2026-04-30
Texas,Parker County Sheriff's Office,Parker County,TFM,2026-03-11
Texas,Parker County Sheriff's Office,Parker County,WSO,2025-02-27
Texas,Parmer County Sheriff's Office,Parmer County,WSO,2025-12-02
Texas,Pecos County Sheriff's Office,Pecos County,WSO,2025-08-28
Texas,Pinehurst Police Department,Orange County,TFM,2026-04-15
Texas,Pineland Police Department,Sabine County,TFM,2026-07-20
Texas,Point Comfort Police Department,Calhoun County,TFM,2025-11-19
Texas,Polk County Sheriff's Office,Polk County,WSO,2025-05-06
Texas,Port Mansfield Police Department,Willacy County,TFM,2026-07-13
Texas,Poteet Police Department,Atascosa County,TFM,2026-05-21
Texas,Potter County Sheriff's Office,Potter County,JEM,2020-03-02
Texas,Presidio County Sheriff's Office,Presidio County,WSO,2026-06-29
Texas,Primera Police Department,Cameron County,TFM,2026-07-10
Texas,Queen City Police Department,Cass County,TFM,2026-07-20
Texas,Rains County Sheriff's Office,Rains County,WSO,2025-06-11
Texas,Randall County Sheriff's Office,Randall County,JEM,2025-02-28
Texas,Randall County Sheriff's Office,Randall County,WSO,2025-08-28
Texas,Ranger Police Department,Eastland County,TFM,2026-06-30
Texas,Reagan County Sheriff's Office,Reagan County,WSO,2025-08-28
Texas,Real County Sheriff's Office,Real County,WSO,2026-01-30
Texas,Red River County Sheriff's Office,Red River County,TFM,2026-04-05
Texas,Refugio County Sheriff’s Office,Refugio County,JEM,2020-06-09
Texas,Refugio County Sheriff’s Office,Refugio County,TFM,2025-12-10
Texas,Refugio County Sheriff’s Office,Refugio County,WSO,2025-03-07
Texas,Refugio Police Department,Refugio County,TFM,2026-01-08
Texas,Robertson County Sheriff's Office,Robertson County,JEM,2026-03-31
Texas,Robertson County Sheriff's Office,Robertson County,TFM,2026-03-31
Texas,Robstown Police Department,Nueces County,TFM,2026-04-17
Texas,Rockwall County Sheriff's Office,Rockwall County,JEM,2020-06-09
Texas,Rockwall County Sheriff's Office,Rockwall County,TFM,2025-07-07
Texas,Rockwall County Sheriff's Office,Rockwall County,WSO,2025-07-08
Texas,Roma Police Department,Starr County,TFM,2026-04-23
Texas,Runnels County Sheriff's Office,Runnels County,TFM,2026-06-02
Texas,Rusk County Sheriff's Office,Rusk County,TFM,2025-08-28
Texas,Rusk County Sheriff's Office,Rusk County,WSO,2025-03-05
Texas,Sabinal Police Department,Uvalde County,TFM,2026-05-21
Texas,Sabine County Sheriff's Office,Sabine County,TFM,2025-09-09
Texas,Sabine County Sheriff's Office,Sabine County,WSO,2025-09-09
Texas,Saint Hedwig Marshal's Office,Bexar County,TFM,2026-02-10
Texas,San Augustine County Sheriff's Office,San Augustine County,TFM,2026-01-26
Texas,San Jacinto County Sheriff's Office,San Jacinto County,TFM,2025-08-28
Texas,San Jacinto County Sheriff's Office,San Jacinto County,WSO,2025-10-17
Texas,San Patricio County Sheriff’s Office,San Patricio County,JEM,2020-09-03
Texas,San Saba County Sheriff's Office,San Saba County,TFM,2026-03-13
Texas,Sandy Oaks City Police Department,Bexar County,TFM,2026-05-18
Texas,Santa Anna Police Department,Coleman County,TFM,2026-04-05
Texas,Santa Fe Police Department,Galveston County,TFM,2026-04-20
Texas,Schleicher County Sheriff's Office,Schleicher County,WSO,2025-04-02
Texas,Scurry County Sheriff's Office,Scurry County,WSO,2025-06-25
Texas,Seagraves Police Department,Gaines County,TFM,2026-05-24
Texas,Seminole Police Department,Gaines County,TFM,2026-06-30
Texas,Shackelford County Sheriff's Office,Shackelford County,WSO,2025-07-24
Texas,Shallowater Police Department,Lubbock County,TFM,2026-06-30
Texas,Shelby County Sheriff's Office,Shelby County,WSO,2025-09-22
Texas,Sherman County Sheriff's Office,Sherman County,WSO,2025-12-12
Texas,Shiner Police Department,Lavaca County,TFM,2025-11-06
Texas,Smiley City Marshal's Office,Gonzales County,TFM,2025-11-04
Texas,Smith County Constable Precinct 4,Smith County,TFM,2025-10-17
Texas,Smith County Sheriff’s Office,Smith County,JEM,2020-06-09
Texas,Smith County Sheriff’s Office,Smith County,TFM,2025-02-18
Texas,Somervell County Sheriff's Office,Somervell County,WSO,2025-09-22
Texas,Sonora Police Department,Sutton County,TFM,2026-07-07
Texas,Southmayd Police Department,Grayson County,TFM,2026-06-18
Texas,Southside Place Police Department,Harris County,TFM,2025-06-13
Texas,Splendora Police Department,#N/A,TFM,2025-06-13
Texas,Stagecoach Police Department,Montgomery County,TFM,2026-05-18
Texas,Stamford Police Department,Jones County,TFM,2026-01-26
Texas,Stephens County Sheriff's Office,Stephens County,WSO,2025-10-17
Texas,Stephenville Police Department,Erath County,TFM,2026-04-25
Texas,Sterling County Sheriff's Office,Sterling County,TFM,2025-07-23
Texas,Stockdale Marshal's Office,Wilson County,TFM,2025-12-11
Texas,Sulphur Springs Police Department,Hopkins County,TFM,2026-03-24
Texas,Sutton County Sheriff's Office,Sutton County,TFM,2025-03-10
Texas,Sutton County Sheriff's Office,Sutton County,WSO,2025-03-10
Texas,Swisher County Sheriff's Office,Swisher County,WSO,2025-08-28
Texas,Taft Police Department,San Patricio,TFM,2026-04-23
Texas,Tarrant County Sheriff’s Office,Tarrant County,JEM,2020-06-16
Texas,Taylor County Sheriff's Office,Taylor County,WSO,2025-12-02
Texas,Tenaha Police Department,Shelby County,TFM,2026-01-07
Texas,Terrell County Sheriff's Office,Terrell County,JEM,2020-06-09
Texas,Terrell County Sheriff's Office,Terrell County,TFM,2025-07-02
Texas,Terrell County Sheriff's Office,Terrell County,WSO,2025-04-16
Texas,Terry County Sheriff's Office,Terry County,TFM,2026-06-03
Texas,Terry County Sheriff's Office,Terry County,WSO,2025-07-07
Texas,Texarkana Police Department,Bowie County,TFM,2026-06-15
Texas,Texas Department of Public Safety - Texas Highway Patrol,#NA,TFM,2025-11-03
Texas,Texas Department of Public Safety- Criminal Investigations Division,#NA,TFM,2025-10-17
Texas,Texas National Guard,#N/A,TFM,2025-04-10
Texas,Texas Office of the Attorney General,#N/A,TFM,2025-01-30
Texas,Tioga Police Department,Grayson County,TFM,2026-06-09
Texas,Titus County Sheriff's Office,Titus County,TFM,2025-03-10
Texas,Titus County Sheriff's Office,Titus County,WSO,2025-03-10
Texas,Tom Green County Sheriff's Office,Tom Green County,WSO,2026-02-10
Texas,Trinity County Constable Precinct 1,Trinity County,TFM,2026-06-14
Texas,Trinity County Constable Precinct 2,Trinity County,TFM,2026-06-12
Texas,Trinity County Constable Precinct 4,Trinity County,TFM,2026-06-09
Texas,Trinity County Sheriff's Office,Trinity County,TFM,2026-04-22
Texas,Trinity County Sheriff's Office,Trinity County,WSO,2025-08-07
Texas,Troup Police Department,Smith County,TFM,2026-03-17
Texas,Tye Police Department,Galveston County,TFM,2026-02-17
Texas,Tyler County Sheriff's Office,Tyler County,WSO,2025-11-19
Texas,Upshur County Constable Precinct 1,Upshur County,TFM,2026-02-10
Texas,Upshur County Sheriff's Office,Upshur County,TFM,2025-12-08
Texas,Upton County Sheriff's Office,Upton County,WSO,2025-08-28
Texas,Uvalde County Sheriff's Office,Uvalde County,JEM,2025-11-14
Texas,Van Alstyne Police Department,Grayson County,TFM,2026-07-07
Texas,Val Verde County Sheriff's Office,Val Verde County,WSO,2026-01-26
Texas,Van Zandt County Sheriff's Office,Van Zandt County,JEM,2026-05-13
Texas,Vernon Police Department,Wilbarger County,TFM,2026-06-09
Texas,Victoria County Sheriff’s Office,Victoria County,JEM,2020-06-08
Texas,Victoria County Sheriff’s Office,Victoria County,TFM,2025-07-07
Texas,Victoria County Sheriff’s Office,Victoria County,WSO,2025-02-26
Texas,Von Ormy Police Departmentn,Bexar County,TFM,2026-07-07
Texas,Walker County Constable Pct 3,Walker County,TFM,2025-09-09
Texas,Walker County Sheriff’s Department,Walker County,JEM,2020-06-09
Texas,Walker County Sheriff's Office,Walker County,WSO,2025-04-02
Texas,Waller County Sheriff’s Office,Waller County,WSO,2020-02-12
Texas,Wallis Police Department,Austin County,TFM,2026-06-23
Texas,Washington County Sheriff's Office,Washington County,WSO,2025-09-09
Texas,Webb County Sheriff's Office,Webb County,JEM,2025-12-02
Texas,Wharton County Sheriff’s Office,Wharton County,JEM,2020-06-09
Texas,Wharton County Sheriff's Office,Wharton County,WSO,2025-04-02
Texas,Wheeler County Sheriff's Office,Wheeler County,WSO,2025-09-09
Texas,Wichita County Sheriff's Office,Wichita County,TFM,2025-11-04
Texas,Wichita County Sheriff's Office,Wichita County,WSO,2025-04-16
Texas,Wilbarger County Sheriff's Office,Wilbarger County,TFM,2026-04-20
Texas,Wilbarger County Sheriff's Office,Wilbarger County,WSO,2025-09-22
Texas,Williamson County Sheriff's Office,Williamson County,WSO,2025-09-22
Texas,Wilson County Sheriff's Office,Wilson County,TFM,2025-09-09
Texas,Winkler County Sheriff's Office,Winkler County,JEM,2025-03-21
Texas,Winkler County Sheriff's Office,Winkler County,TFM,2025-04-14
Texas,Winkler County Sheriff's Office,Winkler County,WSO,2025-03-26
Texas,Winnsboro Police Department,Wood County,TFM,2026-04-17
Texas,Wise County Sheriff's Office,Wise County,WSO,2025-09-09
Texas,Wise County Sheriff's Office,Wise County,TFM,2026-04-15
Texas,Wolfe City Police Department,Hunt County,TFM,2026-06-09
Texas,Woodville Police Department,Tyler County,TFM,2026-07-09
Texas,Wortham Police Department,Freestone County,TFM,2025-12-18
Texas,Yoakum County Sheriff's Office,Yoakum County,WSO,2025-06-25
Texas,Yoakum Police Department,Yoakum County,TFM,2025-11-24
Texas,Young County Sheriff's Office,Young County,TFM,2026-01-26
Texas,Zapata County Sheriff's Office,Zapata County,JEM,2025-11-06
Texas,Zapata County Sheriff's Office,Zapata County,TFM,2025-11-06
Texas,Zavala County Sheriff's Office,Zavala Couny,JEM,2026-06-23
Texas,Zavala County Sheriff's Office,Zavala Couny,TFM,2026-06-23
Texas,Zavala County Sheriff's Office,Zavala Couny,WSO,2026-06-23
Utah,Beaver County Sheriff's Office,Beaver County,WSO,2025-07-11
Utah,Cache County Sheriff's Office,Cache County,WSO,2025-08-04
Utah,Iron County Sheriff's Office,Iron County,JEM,2026-07-07
Utah,Iron County Sheriff's Office,Iron County,TFM,2026-07-07
Utah,Kane County Sheriff's Office,Kane County,JEM,2026-06-29
Utah,Kane County Sheriff's Office,Kane County,WSO,2025-07-24
Utah,Riverton Police Department,Salt Lake County,TFM,2025-08-28
Utah,Sanpete County Sheriff's Office,Sanpete County,WSO,2025-11-20
Utah,Sevier County Sheriff's Office,Sevier County,JEM,2025-11-04
Utah,Sevier County Sheriff's Office,Sevier County,WSO,2025-11-04
Utah,Tooele County Sheriff's Office,Tooele County,TFM,2025-07-02
Utah,Utah County Sheriff's Office,Utah County,TFM,2025-07-24
Utah,Utah County Sheriff's Office,Utah County,WSO,2025-07-24
Utah,Utah Department of Corrections,#N/A,WSO,2025-05-13
Utah,Wasatch County Sheriff's Office,Wasatch County,WSO,2025-08-04
Utah,Washington County Sheriff's Office,Washington County,JEM,2025-03-21
Utah,Washington County Sheriff's Office,Washington County,TFM,2025-03-21
Utah,Weber County Sheriff's Office,Weber County,TFM,2025-07-02
Virginia,Alleghany County Sheriff's Office,Alleghany County,WSO,2025-06-03
Virginia,Amherst County Sheriff's Office,Amherst County,TFM,2025-07-29
Virginia,Appomattox County Sheriff's Office,Appomattox County,TFM,2025-05-13
Virginia,Bedford County Sheriff's Office,Bedford County,TFM,2025-03-07
Virginia,Buchanan County Sheriff's Office,Buchanan County,TFM,2025-06-11
Virginia,Buckingham County Sheriff's Office,Buckingham County,TFM,2025-05-16
Virginia,Campbell County Sheriff's Office,Campbell County,TFM,2025-05-08
Virginia,Craig County Sheriff's Office,Craig County,TFM,2025-05-16
Virginia,Franklin County Sheriff's Office,Franklin County,TFM,2025-04-23
Virginia,Frederick County Sheriff's Office,Frederick County,TFM,2025-12-08
Virginia,Gordonsville Department of Public Safety,Orange County,TFM,2026-05-17
Virginia,Grayson County Sheriff's Office,Grayson County,TFM,2025-05-08
Virginia,Greene County Sheriff's Office,Greene County,TFM,2025-05-08
Virginia,Hopewell County Sheriff's Office,Hopewell County,TFM,2025-06-30
Virginia,Loudoun County Sheriff's Office,Loudoun County,WSO,2025-03-26
Virginia,Mecklenburg County Sheriff's Office,Mecklenburg County,TFM,2025-05-13
Virginia,Page County Sheriff's Office,Page County,TFM,2026-03-19
Virginia,Pittsylvania County Sheriff's Office,Pittsylvania County,JEM,2025-06-11
Virginia,Pittsylvania County Sheriff's Office,Pittsylvania County,TFM,2025-06-13
Virginia,Pittsylvania County Sheriff's Office,Pittsylvania County,WSO,2025-09-09
Virginia,"Rappahannock, Shenandoah, Warren Regional Jail Authority",#NA,WSO,2025-08-28
Virginia,Richmond County Sheriff's Office,Richmond County,TFM,2025-06-12
Virginia,Scott County Sheriff's Office,Scott County,TFM,2025-06-11
Virginia,Shenandoah County Sheriff's Office,Shenandoah County,TFM,2025-04-14
Virginia,Shenandoah Police Department,Page County,TFM,2026-06-09
Virginia,Southwest Virginia Regional Jail Authority,#N/A,WSO,2025-05-08
Virginia,Tazewell County Sheriff's Office,Tazewell County,TFM,2025-09-09
Virginia,Washington County Sheriff's Office,Washington County,TFM,2025-06-11
Virginia,Wise County Sheriff's Office,Wise County,TFM,2025-07-23
West Virginia,Ansted Police Department,Fayette County,TFM,2026-02-27
West Virginia,Berkeley County Sheriff's Office,Berkeley County,TFM,2025-08-28
West Virginia,Cabell County Sheriff's Office,Cabell County,TFM,2025-09-22
West Virginia,Capon Bridge Police Department,Hampshire County,TFM,2026-06-09
West Virginia,Clay County Sheriff's Office,Clay County,TFM,2026-02-17
West Virginia,Doddridge County Sheriff's Office,Doddridge County,TFM,2026-02-25
West Virginia,Fayette County Sheriff's Office,Fayette County,TFM,2026-01-07
West Virginia,Fayetteville Police Department,Fayette County,TFM,2026-01-07
West Virginia,Fort Gay Police Department,Wayne County,TFM,2026-02-14
West Virginia,Hampshire County Sheriff's Office,Hampshire County,TFM,2025-12-02
West Virginia,Hardy County Sheriff's Office,Hardy County,TFM,2025-12-15
West Virginia,Harrison County Sheriff's Office,Harrison County,TFM,2025-08-28
West Virginia,Hinton Police Department,Summers County,TFM,2026-01-26
West Virginia,Hurricane Police Department,Putnam County,TFM,2026-01-26
West Virginia,Jefferson County Sheriff's Office,Jefferson County,TFM,2025-08-04
West Virginia,Kanawha County Sheriff's Office,Kenawha County,TFM,2026-05-31
West Virginia,Kenova Police Department,Wayne County,TFM,2026-02-23
West Virginia,Lewis County Sheriff's Office,Lewis County,TFM,2026-01-26
West Virginia,McDowell County Sheriff's Office,McDowell County,TFM,2026-01-26
West Virginia,Mineral County Sheriff's Office,Mineral County,TFM,2025-12-08
West Virginia,Montgomery Police Department,Fayette County,TFM,2026-02-14
West Virginia,Moorefield Police Department,Hardy County,TFM,2026-01-30
West Virginia,Morgan County Sheriff's Office,Morgan County,TFM,2025-08-28
West Virginia,Nicholas County Sheriff's Office,Nicholas County,TFM,2026-01-07
West Virginia,Oak Hill Police Department,Fayette County,TFM,2025-12-18
West Virginia,Paw Paw Police Department,Morgan County,TFM,2026-02-17
West Virginia,Pleasants County Sheriff's Office,Pleasants County,TFM,2026-02-10
West Virginia,Putnam County Sheriff's Office,Putnam County,TFM,2025-11-10
West Virginia,Richwood Police Department,Nicholas County,TFM,2026-01-26
West Virginia,Shinnston Police Department,Harrison County,TFM,2026-02-18
West Virginia,Summersville Police Department,Nicholas County,TFM,2025-12-08
West Virginia,Upshur County Sheriff's Office,Upshur County,TFM,2025-12-12
West Virginia,Village of Clearview Police Department,Ohio County,TFM,2025-09-09
West Virginia,West Virginia Division of Corrections and Rehabilitation,#N/A,WSO,2025-06-05
West Virginia,West Virginia National Guard,#N/A,TFM,2025-06-11
West Virginia,West Virginia State Police Department,Washington County,TFM,2025-07-23
West Virginia,White Sulphur Springs Police Department,Greenbrier County,TFM,2026-02-10
West Virginia,Wood County Sheriff's Office,Wood County,TFM,2025-05-08
Wisconsin,Brown County Sheriff's Office,Brown County,WSO,2020-10-16
Wisconsin,Calumet County Sheriff's Office,Calumet County,WSO,2025-07-31
Wisconsin,Dunn County Sheriff's Office,Dunn County,WSO,2026-02-10
Wisconsin,Fond du Lac County Sheriff's Office,Fond du Lac County,WSO,2020-06-05
Wisconsin,Green Lake County Sheriff's Office,Green Lake County,WSO,2026-02-17
Wisconsin,Kenosha County Sheriff's Office,Kenosha County,JEM,2026-01-07
Wisconsin,Kewaunee County Sheriff's Office,Kewaunee County,JEM,2025-09-22
Wisconsin,Kewaunee County Sheriff's Office,Kewaunee County,WSO,2025-06-11
Wisconsin,Langlade County Sheriff's Office,Langlade County,WSO,2026-04-13
Wisconsin,Manitowoc County Sheriff's Office,Manitowoc County,WSO,2020-06-05
Wisconsin,Marathon County Sheriff's Office,Marathon County,JEM,2025-11-04
Wisconsin,Marquette County Sheriff's Office,Marquette County,WSO,2020-05-21
Wisconsin,Outagamie County Sheriff's Office,Outagamie County,WSO,2025-05-08
